ClientID,ProductID,Sum_Prior_Quantity,Sum_Post_Quantity,Sum_Betw_Quantity
186,3100000718,87,0,9
186,63551595526,6,0,0
186,7017789726,1,0,0
186,1700313575,20,0,0
186,21497400000,19,0,0
186,85737100030,3,0,1
186,1117946494,0,0,0
186,8817722767,2,0,0
186,3800040320,127,0,1
186,7065200157,5,0,0
186,81483201586,3,1,1
186,4280000586,152,2,6
186,251809,0,0,7
186,332319,0,0,1
186,7447008792,1,0,0
186,7726009962,7,1,0
186,4626,3173,0,463
186,5070009371,94,0,5
186,81655901425,7,0,0
186,5070001079,131,0,6
186,36373620025,3,0,0
186,36373699202,1,0,0
186,1769640324,52,0,0
186,2430004331,116,0,0
186,9256714021,1,0,0
186,1101723150,2,0,0
186,398346,0,1,0
186,7482008722,2,1,0
186,386467,0,10,0
186,72047391593,2,0,0
186,361654,0,0,4
186,31184516585,1,0,0
186,5070025708,113,0,4
186,88513162656,1,0,0
186,3118,213,0,89
186,4000030531,8,0,0
186,76172098770,10,0,2
186,3680022357,0,1,1
186,4400004257,175,7,10
186,21591000000,2,0,0
186,72047381150,3,0,0
186,7468000084,16,0,5
186,21441500000,13,0,0
186,7800002590,25,0,0
186,1958241110,29,0,2
186,1708287468,4,0,0
186,3743535205,6,0,0
186,4138822061,4,1,0
186,20320200000,127,5,6
186,76379595530,1,0,0
186,7251222866,1,0,0
186,3367415904,1,0,0
186,2700038010,136,2,6
186,85998706094,31,0,0
186,2750009543,7,0,0
186,72047365277,1,0,0
186,85942400306,18,0,1
186,63083212412,1,0,0
186,7518602937,53,3,4
186,9296101947,4,0,2
186,2360423123,3,0,1
186,30023066704,5,0,0
186,85631200222,9,7,8
186,3967707030,10,0,0
186,8727301231,16,0,0
186,63551590167,5,0,0
186,7464100638,163,0,16
186,2820013690,6,0,0
186,87366800044,22,0,0
186,88145500083,1,0,0
186,81551201001,58,0,4
186,5070000174,83,3,5
186,63551590432,13,0,1
186,4111600614,18,0,1
186,7079285102,3,0,0
186,79285002070,1,0,0
186,3760023475,8,0,1
186,5070025297,92,0,14
186,71472220808,17,0,0
186,1450001574,34,0,0
186,4400003338,253,1,20
186,5070027367,216,1,24
186,86351300020,5,0,0
186,1780013043,121,0,19
186,373818,0,4,0
186,94060,7,0,0
186,70037112313,2,0,0
186,7482064832,1,0,0
186,4525511937,18,2,5
186,7003862068,4,0,1
186,1600010610,1054,9,81
186,30766080155,2,0,1
186,61278110191,25,0,5
186,1600043064,159,4,15
186,3680037416,0,4,5
186,7940076380,16,0,0
186,61565097006,19,0,0
186,2840063801,53,6,26
186,20385300000,10,0,0
186,6626460676,0,1,0
186,7830004071,5,0,0
186,81032601032,336,107,95
186,81655901168,7,0,0
186,7800001954,1,0,0
186,2876432206,45,1,9
186,8600300483,1,0,0
186,7675325739,14,0,0
186,21569600000,26,0,0
186,70897192728,0,0,0
186,431069,0,3,0
186,7675316659,4,0,0
186,7878390204,34,0,0
186,1121539360,57,0,0
186,3710267600,2,0,0
186,4127102807,0,3,1
186,79936624208,4,0,0
186,2240052577,2,3,0
186,5000057797,89,0,1
186,9492266163,1,0,0
186,242908,7,0,0
186,81870301166,9,0,0
186,396036,0,1,0
186,5114193160,3,0,0
186,3980003678,19,0,0
186,398313,0,1,0
186,65272912016,8,0,0
186,7575572119,10,0,0
186,5070026175,30,0,1
186,1300051060,21,0,0
186,1545609210,6,0,0
186,5070000516,34,0,0
186,75122803710,1,0,0
186,7116981206,1,0,0
186,1700006823,2,0,0
186,5220000714,85,2,11
186,8210073848,2,0,0
186,5070021294,590,0,46
186,83921900510,2,0,0
186,4528416112,26,0,0
186,3700035907,13,1,1
186,5210000512,17,0,1
186,7156799272,6,0,1
186,1200015009,13,0,1
186,69415560416,4,0,0
186,3120000168,35,1,2
186,70640916045,2,0,0
186,1630016565,95,0,1
186,3320019764,9,0,0
186,7800001416,4,0,1
186,1590000043,604,12,63
186,31284356413,2,1,1
186,5020000322,146,3,10
186,84849602905,5,0,0
186,249,5,16,29
186,431051,0,1,0
186,20061200000,146,253,6
186,21403500000,6,0,0
186,3384400640,0,1,1
186,1300000802,15,0,1
186,20169700000,218,0,0
186,7560900719,1,0,0
186,72047381023,1,0,0
186,7313000125,0,0,1
186,1122513905,0,1,0
186,4168928594,1,0,0
186,4799713010,5,0,0
186,7124921073,3,0,1
186,7618364363,5,0,0
186,7417024677,1,0,0
186,3120002999,73,0,2
186,6414460244,85,0,12
186,7766112307,4,0,0
186,4815592209,2,0,0
186,7020052204,7,0,0
186,72225260144,13,0,0
186,5070024433,121,1,2
186,7206000709,14,0,3
186,1200015121,5,0,0
186,2620046078,15,0,0
186,1650056492,1,0,0
186,75764561400,1,0,0
186,8903633750,2,0,0
186,9693883101,5,0,0
186,21420400000,8,0,0
186,4156500024,205,7,15
186,4300000046,29,0,1
186,4525511757,3,0,1
186,4114307170,22,0,2
186,4154806186,7,0,0
186,5113191386,4,0,0
186,5209220395,24,0,5
186,60069900154,465,8,46
186,4514260031,0,0,0
186,4094,63,0,0
186,4650011717,12,1,5
186,5070006185,116,0,16
186,2800021495,56,0,4
186,7225008718,100,0,0
186,85499300415,21,0,3
186,1840031294,31,5,7
186,7124921075,2,0,0
186,7940055300,4,0,0
186,4100002286,187,4,3
186,7218063473,266,2,6
186,85577200101,1,0,0
186,2720000392,4,0,0
186,439982,0,2,0
186,7192174374,132,7,14
186,1410008786,13,0,0
186,409164,0,33,0
186,920025255,1,0,0
186,72944024553,2,0,0
186,1600030650,124,4,9
186,303431,1,0,56
186,8660070758,33,0,1
186,6927607031,1,0,0
186,1820000594,2,0,0
186,4127130151,112,0,0
186,262998,4,0,0
186,3000005070,86,2,10
186,7313001257,11,0,3
186,1600040761,2,3,10
186,21561600000,7,0,0
186,4132100650,44,1,1
186,18213600002,76,0,0
186,2100006314,1,0,0
186,8600300257,1,0,0
186,5150004815,115,0,10
186,7003862608,11,0,0
186,7618327374,3,0,0
186,1869708782,4,0,0
186,4300004568,90,5,8
186,5410000140,66,3,13
186,85025100453,0,1,2
186,3600043218,116,17,16
186,834602637,3,0,0
186,1154630022,3,0,0
186,3680052803,0,2,0
186,2961836040,0,0,0
186,4131301023,33,1,2
186,72047368048,1,0,0
186,5070048177,58,2,7
186,3410077435,6,0,1
186,88491212974,120,14,5
186,294925,1,0,0
186,20928900000,313,1,0
186,3700080049,36,5,20
186,2500002619,68,2,1
186,3600016792,1,1,2
186,3160011320,1,0,0
186,3210003721,12,0,0
186,275033,10,0,0
186,4470002410,677,4,46
186,7675323830,7,0,0
186,1200013061,1,0,0
186,1380074800,19,0,0
186,2279691811,1,0,0
186,7017789725,2,0,0
186,85388000312,1,0,0
186,8981903842,117,0,5
186,3700095305,0,1,0
186,4525514001,2,0,0
186,319,117,3,33
186,3680008300,0,5,0
186,21598700000,4,0,0
186,3700026590,5,1,0
186,4145802108,63,1,7
186,3410015509,12,0,0
186,7429901806,2,0,0
186,20386000000,2,0,0
186,72047375669,0,0,0
186,2590022080,1,0,0
186,62016396947,9,0,1
186,7218063469,144,7,4
186,1708287984,28,0,5
186,312673,0,0,1
186,21354400000,1,0,0
186,363391,0,61,0
186,4300095370,38,1,2
186,2840004003,1,0,0
186,88810911179,88,0,0
186,20244200000,2,0,0
186,2220093009,3,0,0
186,4300005788,57,0,4
186,7800008345,0,0,0
186,1113213604,78,0,6
186,81767001010,2,0,0
186,2840062798,10,0,0
186,7790019484,0,1,0
186,30041666630,1,0,0
186,61029008478,1,0,0
186,1410007111,12,0,0
186,71921812121,14,0,0
186,81707100152,3,0,0
186,355429,0,0,80
186,5070005029,49,0,4
186,7336164552,9,0,0
186,342245,0,0,1
186,4528490017,69,4,39
186,8273431412,6,0,0
186,7373142000,0,0,6
186,7362105343,2,4,0
186,3710009004,35,0,2
186,1708200045,53,0,2
186,21523100000,18,0,0
186,3546390100,2,0,0
186,63551590894,22,0,0
186,1204401069,1,0,0
186,4138820391,4,0,0
186,5070026371,113,0,0
186,4528400303,1286,35,128
186,2120005619,5,0,0
186,2500003482,2,0,0
186,64840534568,53,0,3
186,364028,0,1,11
186,9014600006,25,0,4
186,20940200000,5,0,0
186,4900005023,75,0,4
186,1400514267,0,0,0
186,4400001560,199,0,0
186,600600993,2,0,1
186,234213,3,0,0
186,242874,2,0,0
186,7024221125,111,1,31
186,63551597020,14,0,1
186,7205860857,18,0,0
186,81752201820,86,0,0
186,1186311876,19,0,0
186,352183,0,0,2
186,7003862073,16,0,1
186,30573016920,25,0,2
186,75703700039,12,2,10
186,7597117449,14,0,0
186,229082,1,0,0
186,7417001549,1,0,0
186,271449,73,0,0
186,5210002784,2,2,3
186,8606930075,133,0,0
186,4069512246,2,0,0
186,2430083536,15,0,0
186,72047382370,1,0,0
186,7015220052,27,1,4
186,31254717140,2,0,2
186,3600042339,7,0,0
186,1482113611,0,0,0
186,7047044614,195,8,5
186,7261370556,57,1,3
186,80812414248,0,0,0
186,5964293251,0,0,1
186,7373107150,90,2,37
186,1920080833,38,2,1
186,4900002469,995,5,29
186,1119240078,3,0,0
186,7861220824,5,0,1
186,70396572690,38,0,0
186,7756702198,38,1,0
186,4150583111,8,0,1
186,78162400787,37,4,7
186,373813,0,8,0
186,85109300401,11,0,0
186,1411321023,1,0,0
186,1500004680,27,0,1
186,4589305806,3,0,0
186,7047027101,221,5,3
186,7648917077,0,0,1
186,30067399842,4,0,1
186,7569160642,3,0,0
186,1200050408,222,5,9
186,7001174681,0,1,0
186,21563200000,20,0,0
186,87671800679,3,0,0
186,5100012910,146,6,19
186,7007480336,10,0,1
186,8143403125,5,0,0
186,3500044667,32,1,0
186,30149003977,8,0,0
186,5070024395,55,0,2
186,65272910313,47,0,2
186,3400024093,23,0,0
186,4400004056,51,0,0
186,7225090387,134,1,12
186,20140000000,4,0,0
186,21562800000,211,3,7
186,63551597459,5,0,0
186,7495618266,82,4,16
186,7468309632,1,0,0
186,6798108708,2,0,0
186,1700313908,18,0,0
186,449669,0,0,0
186,1410008578,40,0,0
186,1862770339,9,0,0
186,311621,0,0,1
186,61029032337,1,0,0
186,3800059923,123,12,17
186,7175820046,2,0,0
186,7797508973,1,0,0
186,5113199524,10,0,1
186,20503900000,2,0,0
186,2316701294,1,0,0
186,448657,0,0,0
186,7199800100,11,0,0
186,4800000062,52,0,5
186,1650054118,2,0,0
186,9.78006E+11,2,0,0
186,2430086566,1,0,0
186,3398840281,1,0,0
186,7580587490,4,0,0
186,85759700326,4,0,0
186,5070048765,127,0,8
186,7675325117,16,2,3
186,4127100587,0,0,9
186,7023010760,21,0,0
186,1112430010,12,0,0
186,1901461089,8,0,0
186,4528400308,30,1,4
186,7797509278,1,0,0
186,21559400000,2,0,0
186,2580002011,64,2,8
186,9.78151E+11,1,0,0
186,1117935009,1,0,0
186,5070048616,296,0,20
186,99615,176,35,76
186,2190850340,5,0,0
186,2279691752,2,0,0
186,81829001281,7,0,0
186,38151905503,18,0,5
186,2840043789,10,1,0
186,7050512210,191,5,25
186,7680850106,143,0,6
186,30521507000,23,1,3
186,7184006134,4,0,0
186,282528,5,0,0
186,81049202073,1,0,0
186,30573015040,15,0,1
186,63976773458,3,0,0
186,3500053063,24,0,3
186,81483201609,17,0,0
186,2100064618,20,0,2
186,4132100578,2,1,2
186,7199047714,15,0,0
186,6626486075,1,0,0
186,72277621001,16,1,0
186,76267615000,11,0,0
186,3760028751,60,0,1
186,7244014267,1,0,0
186,7457483654,7,0,0
186,4145811705,66,0,1
186,75417783051,7,0,0
186,30045019801,6,0,0
186,63551595042,19,0,0
186,78615000005,4,0,0
186,3800084510,108,0,0
186,3620000440,231,0,7
186,920025756,1,0,0
186,21329100000,17,0,0
186,78978550025,40,0,0
186,89168200014,3,0,0
186,30573301003,4,0,0
186,5100013736,70,3,10
186,2840058663,17,0,2
186,4614,462,15,35
186,2840063153,5,0,0
186,81351301024,8,0,0
186,8066095683,7,0,0
186,3270015377,9,0,0
186,7015280154,5,0,0
186,8149833104,3,0,0
186,8130800132,29,0,0
186,32390003841,3,0,0
186,70795096339,2,0,0
186,2840059510,135,0,0
186,3120034227,35,2,2
186,1800000187,584,56,72
186,4131301737,13,0,4
186,72047365654,1,0,0
186,88810911221,0,0,2
186,3710003234,83,0,2
186,3700024030,28,17,20
186,7032701784,0,0,0
186,355424,0,0,14
186,60933281701,3,0,0
186,63551595795,2,0,0
186,409240,0,1,0
186,3700026882,7,0,1
186,2840060129,3,0,0
186,3760023785,52,0,1
186,4528430005,70,0,12
186,7778202171,83,1,3
186,7116981056,2,0,0
186,2700037831,503,11,49
186,5070024678,445,0,18
186,1590000094,187,7,11
186,21578500000,1,0,0
186,5070024532,356,0,46
186,84204801450,1,0,0
186,242927,8,0,0
186,409191,0,2,0
186,4470007481,117,1,0
186,86523700011,9,0,2
186,419573,0,2,0
186,72100387120,5,0,0
186,7205864682,0,0,4
186,26081100000,129,4,7
186,3680030202,0,2,0
186,7207613931,3,0,0
186,89535900238,1,0,4
186,1112003010,0,0,1
186,67675820902,3,0,0
186,81752201772,1,0,0
186,36916827793,9,3,3
186,7675325870,4,0,0
186,2430086595,3,0,0
186,63551599106,0,0,0
186,5070024126,47,3,7
186,5.99989E+11,0,4,0
186,1629144188,1,0,0
186,3700042431,6,0,2
186,9955508520,126,4,10
186,3000007200,58,1,2
186,7507660001,30,3,2
186,260937,5,0,0
186,5010045987,99,2,19
186,1154629294,1,0,0
186,5070025939,158,0,6
186,3600043090,6,13,8
186,7800014846,46,0,5
186,5070025140,156,0,8
186,7675315601,7,0,0
186,252098,0,0,1
186,36382401866,14,22,9
186,63551598646,4,0,1
186,2781500233,147,0,9
186,4167967666,18,0,1
186,383743,0,1,0
186,7479150309,176,14,33
186,7321400618,19,0,0
186,62802010416,13,0,0
186,7164130162,8,0,1
186,8982690020,7,0,0
186,21505900000,4,0,0
186,4131302631,1,0,0
186,1117919774,7,0,0
186,4650075775,13,0,0
186,5410000360,39,2,7
186,5210000326,32,1,6
186,3700084997,4,0,0
186,386478,0,8,0
186,71627000153,2,0,0
186,2819000181,59,8,5
186,2840005663,44,3,27
186,60148616659,0,0,2
186,7710000010,150,0,0
186,7821620421,62,1,3
186,2316701792,1,0,0
186,3700012331,5,1,0
186,1600026318,56,0,5
186,20250900000,1,0,0
186,4900005026,36,1,1
186,1122511662,0,1,0
186,1440030040,1,0,1
186,20357100000,4,0,0
186,3680004125,0,8,0
186,1657191031,14,0,1
186,2900001149,32,0,1
186,88810915004,470,6,27
186,5070056750,57,0,1
186,4470001120,105,2,11
186,4650076953,16,0,4
186,4000005851,48,1,6
186,240746,6,0,0
186,285585,7,0,0
186,712,1,0,0
186,4220001521,132,5,41
186,7192162491,43,0,7
186,7940006664,11,1,0
186,7010006003,551,12,51
186,294429,1,0,0
186,7033068271,11,1,2
186,7184020040,1,0,0
186,428445,0,1,0
186,383281,0,1,0
186,600600967,28,4,26
186,2840064125,9,0,0
186,251312,11,0,0
186,9281925044,1,0,0
186,7161085925,2,0,0
186,5115358563,2,0,0
186,7336164560,46,0,0
186,72595198919,1,0,0
186,35497331542,3,0,0
186,4400003325,197,0,8
186,7206008608,0,1,6
186,1410009436,24,0,3
186,1270012207,78,0,1
186,3700094633,15,0,0
186,7181780009,0,0,0
186,73974805102,3,0,0
186,20169400000,600,115,58
186,5070049751,144,0,2
186,7175820144,2,0,0
186,60234841429,17,0,0
186,7618326009,2,0,0
186,20178800000,8,0,0
186,4225,12871,214,574
186,3270005231,1,0,0
186,5100016680,101,1,1
186,8266680080,6,0,0
186,3100065012,53,0,3
186,61029028728,1,0,0
186,5260306601,1,0,0
186,7116967556,0,0,0
186,4111600527,5,0,6
186,363268,0,8,0
186,1200002862,8,0,0
186,1820016981,1,0,0
186,63551598263,2,0,0
186,31031032501,16,1,0
186,2820013640,4,0,1
186,71651904501,181,3,17
186,7726000843,7,0,0
186,81462501229,4,0,0
186,60502145125,6,0,0
186,7116981917,2,0,0
186,4110001509,7,0,0
186,7192100829,52,4,25
186,421188,0,60,0
186,1200000157,2,0,0
186,3890003098,39,1,5
186,344724,0,0,3
186,7142908925,48,0,2
186,88399028181,56,0,0
186,76839549441,2,0,0
186,254934,3,0,0
186,3400021078,6,0,0
186,3800067300,50,3,3
186,426213,0,14,0
186,3700094047,100,0,9
186,7766111937,2,0,0
186,2820017494,12,0,0
186,7047501064,33,0,2
186,7095005966,16,0,0
186,71627000158,2,0,0
186,1117944545,1,0,0
186,7181703339,70,2,8
186,89905500041,5,0,0
186,1490001380,179,0,32
186,7231000123,39,0,4
186,408927,0,2,0
186,4525514321,1,0,0
186,9748800043,1,0,0
186,4280047724,72,2,1
186,87671802391,3,0,0
186,7199030065,37,1,6
186,2100064514,51,0,2
186,21580200000,63,0,0
186,1410007161,12,0,0
186,60502100003,1,0,0
186,5070055701,66,2,10
186,273457,41,0,0
186,3700081109,0,0,1
186,5070021352,436,0,32
186,7.50302E+11,37,0,0
186,21330900000,38,0,0
186,8378367504,2,0,0
186,79936683226,7,0,0
186,60933283703,4,0,0
186,69899780743,0,0,0
186,63598512998,5,0,0
186,69715694007,7,0,0
186,8769227100,2,0,0
186,72243014016,2,0,0
186,70816312058,8,0,0
186,30045012304,15,0,0
186,7175810153,9,0,0
186,72047342933,1,0,0
186,7800005216,329,4,22
186,76026381110,3,0,0
186,4687,43,0,0
186,85300500615,21,0,0
186,3997800650,1,0,0
186,7618316850,50,0,6
186,20191800000,14,0,6
186,76211189531,43,1,5
186,1840001726,207,0,7
186,69715694002,0,0,0
186,7089701331,46,0,0
186,1117932805,4,0,0
186,5435801826,2,0,0
186,5070000096,24,0,1
186,5189600560,4,0,5
186,21529600000,5,0,0
186,5114123100,1,0,0
186,69963200100,5,0,14
186,1500007564,13,0,0
186,7142901800,8,0,0
186,21316700000,1,0,0
186,2400016300,187,1,6
186,980000113,0,5,3
186,74816261502,39,0,0
186,7940027532,4,0,0
186,7675324420,3,0,5
186,79328349228,8,0,0
186,3710228140,1,0,0
186,2218880388,1,0,0
186,7356300904,3,0,0
186,4498400246,51,0,0
186,2820017854,0,0,12
186,7675329105,2,0,20
186,252671,1,0,0
186,3338369999,13,0,0
186,3700006204,3,2,2
186,600600664,3,0,0
186,8087804219,4,2,1
186,7740061605,96,0,15
186,4203710489,6,0,1
186,5070055240,32,0,0
186,5000042184,80,0,0
186,7590000323,15,0,0
186,3663200282,75,2,1
186,7512800016,88,2,8
186,5215905000,0,0,0
186,7704310158,12,2,0
186,7778202565,32,0,0
186,21317800000,1,0,0
186,418611,0,1,0
186,4650071773,34,0,2
186,72235841110,5,0,0
186,2400016290,161,0,1
186,1117931454,6,0,0
186,2500004789,96,1,3
186,5000057845,128,0,5
186,72047350363,0,0,0
186,20133000000,1,0,0
186,7077319200,3,0,0
186,4528400337,85,0,0
186,72047379627,3,0,0
186,70897192240,1,0,1
186,20381500000,6,0,0
186,7148664050,1,0,0
